,ID,Warehouse_block,Mode_of_Shipment,Customer_care_calls,Customer_rating,Cost_of_the_Product,Prior_purchases,Product_importance,Gender,Discount_offered,Weight_in_gms,Reached.on.Time_Y.N
1937,1938,4,2,3,4,181,3,1,1,45,2486,1
5140,5141,2,2,4,5,231,4,2,1,9,5528,0
2335,2336,4,0,5,5,273,3,2,0,18,2415,1
2072,2073,0,2,3,1,235,10,1,1,7,2991,1
4688,4689,0,2,3,4,254,3,2,1,6,5716,0
1726,1727,2,2,5,2,150,3,2,1,63,1807,1
1047,1048,1,2,3,4,257,3,2,1,56,2941,1
4879,4880,4,2,5,1,148,4,0,1,2,5821,1
8848,8849,2,2,4,3,263,3,2,1,3,4677,0
2320,2321,2,1,4,1,273,4,1,0,54,2611,1
10350,10351,3,2,5,2,241,2,2,0,2,5448,0
10759,10760,4,2,4,3,253,5,1,1,6,1367,1
7750,7751,2,2,7,1,257,4,1,1,1,1405,1
5417,5418,4,2,4,2,150,3,1,1,6,5787,1
766,767,2,2,2,1,249,3,1,1,11,2534,1
10710,10711,3,2,4,2,262,6,2,0,2,1069,0
1144,1145,2,2,4,1,118,5,1,1,50,1413,1
5298,5299,3,2,5,4,187,3,1,0,1,4181,0
3746,3747,0,2,2,2,180,2,0,1,1,4407,0
2273,2274,4,2,3,3,181,2,2,1,58,3719,1
3070,3071,2,2,5,3,206,4,1,1,18,3104,1
7713,7714,1,2,5,2,240,5,2,1,3,1079,0
6475,6476,4,2,3,2,270,6,2,0,10,4725,1
7113,7114,1,1,4,5,213,3,1,0,7,4490,0
5153,5154,4,2,3,4,162,2,2,0,8,4972,0
1989,1990,1,2,3,1,155,2,2,0,6,1490,1
9590,9591,0,0,4,4,137,4,2,0,5,5095,0
7223,7224,4,2,3,3,260,2,1,1,6,5044,0
828,829,3,0,4,2,230,3,2,1,33,3602,1
7890,7891,3,2,3,2,262,2,1,1,7,5141,1
1672,1673,2,2,3,2,260,3,2,1,52,2874,1
3609,3610,1,2,4,2,195,5,2,1,9,5178,1
10349,10350,4,2,4,4,185,3,1,0,2,5288,1
6994,6995,2,0,4,3,254,2,1,1,3,5546,0
3846,3847,3,0,3,4,156,3,2,1,7,4636,0
6088,6089,2,2,5,1,148,3,1,0,5,5790,0
2275,2276,4,2,3,1,155,3,1,1,49,1203,1
8877,8878,1,2,6,5,269,4,2,0,7,1249,1
3015,3016,1,0,3,1,104,2,1,1,1,1021,1
2045,2046,4,1,3,3,273,4,1,1,12,2151,1
5682,5683,3,2,2,2,182,3,0,1,6,4112,1
5716,5717,2,2,5,1,250,4,2,1,10,5306,1
5860,5861,2,2,5,3,138,3,1,0,5,5687,1
1295,1296,4,2,5,3,185,3,1,1,25,2503,1
8849,8850,4,2,3,5,203,10,2,0,1,4996,0
591,592,1,2,3,3,281,2,2,1,55,3047,1
221,222,4,2,4,3,150,2,2,1,31,1588,1
6664,6665,2,2,3,4,199,3,1,1,7,5089,0
6854,6855,0,0,3,5,192,3,1,0,7,4056,1
5379,5380,1,2,3,5,258,3,1,1,5,4314,1
858,859,3,2,4,3,119,5,2,1,5,1841,1
6339,6340,1,2,3,1,239,2,2,0,2,5757,1
3853,3854,4,2,3,3,232,3,1,0,9,5016,1
5678,5679,0,2,3,5,212,2,1,0,3,5761,1
841,842,4,2,3,2,140,2,1,0,16,1685,1
2815,2816,4,2,4,1,161,3,1,1,59,1454,1
9120,9121,3,2,3,2,150,10,1,0,6,5580,0
5983,5984,4,2,4,3,238,2,1,1,7,5808,1
10061,10062,4,2,3,1,189,3,1,1,1,4886,0
994,995,2,2,5,1,259,3,0,0,37,3023,1
3721,3722,4,2,5,2,230,4,1,0,4,4782,1
1554,1555,3,2,4,5,233,5,2,0,44,2648,1
3742,3743,2,2,4,5,231,3,1,1,4,5089,1
3297,3298,1,0,3,3,205,2,2,1,6,4989,1
8664,8665,3,2,3,3,202,4,1,0,9,4917,0
5376,5377,3,2,4,4,236,2,2,0,5,5266,0
5740,5741,2,1,4,1,260,3,2,1,9,5886,1
3944,3945,0,2,3,5,159,2,2,1,6,5804,0
10782,10783,3,2,2,1,240,2,1,1,8,1144,1
9604,9605,2,0,4,2,134,3,2,0,1,4064,1
2513,2514,4,2,3,2,270,2,2,0,59,3706,1
9617,9618,4,2,4,4,149,3,2,0,2,4241,1
1463,1464,4,2,4,3,170,2,2,0,33,1980,1
10751,10752,4,2,5,5,244,6,1,0,1,1222,0
3785,3786,4,2,5,5,184,3,1,0,5,5045,0
3397,3398,4,2,4,4,176,3,1,0,1,4774,0
5737,5738,4,1,5,1,248,2,1,0,6,5281,0
2233,2234,4,2,3,4,235,3,1,1,52,3447,1
7708,7709,2,2,4,4,206,4,2,0,9,1074,1
400,401,2,1,4,3,134,3,1,1,51,1965,1
6792,6793,3,2,3,1,207,2,1,1,7,4639,0
4110,4111,3,0,3,2,240,3,2,1,2,4804,0
10874,10875,0,2,3,3,137,4,1,1,6,4803,1
9928,9929,2,2,6,1,289,5,2,1,7,1223,0
4634,4635,0,1,5,3,263,3,2,0,2,4688,0
7755,7756,1,2,6,3,250,4,1,1,9,1618,0
3017,3018,4,0,4,1,235,2,0,1,64,2107,1
59,60,4,2,4,1,150,3,0,0,17,1923,1
5551,5552,4,2,3,5,253,3,2,1,9,5979,1
7136,7137,0,0,5,4,238,3,0,0,5,5907,1
4193,4194,4,2,5,2,233,3,1,0,5,5756,1
8069,8070,4,1,4,4,214,3,2,0,1,4717,0
1328,1329,0,2,5,1,201,3,2,0,65,2488,1
4279,4280,4,2,4,3,191,3,2,1,1,4219,0
3021,3022,1,0,4,1,167,3,1,1,42,1197,1
9391,9392,4,2,4,4,253,3,2,0,4,5236,0
10433,10434,4,2,4,2,170,10,2,0,4,4696,1
1550,1551,0,2,5,5,259,2,2,1,63,2583,1
1009,1010,4,2,4,4,142,4,1,0,8,1777,1
2554,2555,2,2,5,5,264,3,2,0,23,2837,1
5961,5962,1,2,6,1,249,4,2,1,2,1326,1
1612,1613,2,2,3,5,181,3,2,1,22,3575,1
2737,2738,4,0,5,3,177,4,2,1,60,1159,1
10115,10116,4,1,4,5,237,5,2,1,4,4917,0
7782,7783,3,1,3,3,196,3,1,1,9,4431,0
7120,7121,2,0,4,4,260,3,1,1,9,4224,0
648,649,3,2,4,3,202,3,2,1,2,3962,1
879,880,1,2,5,2,244,3,1,1,8,3571,1
3643,3644,4,2,5,5,155,3,2,0,6,4109,1
2303,2304,4,1,3,3,181,2,2,0,52,3236,1
8411,8412,4,2,3,2,168,3,2,1,10,4979,1
1624,1625,2,1,3,3,156,6,1,1,45,1602,1
550,551,2,0,5,3,197,4,2,0,51,2917,1
5837,5838,4,2,2,4,233,2,2,0,6,4758,0
8281,8282,4,2,4,5,256,4,1,0,8,5244,1
3399,3400,1,1,3,4,213,3,1,0,5,4535,1
8753,8754,4,1,4,2,229,2,2,0,7,4855,1
8922,8923,3,2,5,5,229,5,2,1,2,1975,1
211,212,4,2,2,5,154,3,1,0,21,1113,1
3602,3603,0,2,3,2,149,3,2,0,7,4049,1
4783,4784,4,1,3,1,221,2,1,0,7,5320,0
8844,8845,3,2,4,5,208,2,1,1,1,4039,0
8204,8205,0,1,3,4,163,3,2,1,5,5088,1
4762,4763,2,2,4,1,149,3,2,0,8,1136,0
1438,1439,2,2,3,4,160,4,1,0,56,1408,1
2515,2516,4,2,4,3,220,3,2,1,8,3342,1
8022,8023,3,2,6,2,263,4,1,0,8,1635,0
5537,5538,4,2,5,4,219,5,1,1,5,1388,1
9252,9253,3,2,3,4,257,4,2,0,8,4780,0
696,697,3,0,5,1,149,4,2,0,20,1110,1
7855,7856,4,2,4,5,209,3,1,0,6,5899,1
8003,8004,4,2,7,3,308,5,2,1,10,1152,1
6768,6769,3,2,4,1,100,6,2,1,6,5841,0
8492,8493,0,0,4,5,150,3,1,1,5,4512,0
1314,1315,3,2,5,3,190,3,1,1,52,2611,1
7712,7713,0,2,6,2,269,4,2,0,3,1665,0
9370,9371,2,2,4,3,262,3,1,0,3,4176,0
7808,7809,0,0,4,2,196,3,2,0,2,4474,0
12,13,3,0,3,5,198,3,2,0,1,3667,1
5508,5509,3,2,6,5,264,4,1,0,4,1822,1
8127,8128,1,2,4,5,248,2,2,1,10,4366,1
6911,6912,4,2,5,4,260,6,1,0,2,1765,0
1346,1347,0,1,4,4,145,3,1,0,43,1651,1
9532,9533,2,2,2,4,178,4,2,0,8,4620,0
453,454,1,2,4,1,275,10,2,0,23,2726,1
6224,6225,0,2,4,2,217,6,2,0,3,1732,1
1656,1657,3,0,3,5,156,6,1,1,65,1308,1
10742,10743,0,2,5,3,219,6,1,0,9,1019,0
9621,9622,1,2,3,2,158,2,2,0,8,5907,0
10919,10920,4,2,5,1,221,6,2,0,7,1841,1
37,38,4,2,2,4,181,6,2,0,16,3605,1
1043,1044,4,2,4,2,251,2,1,1,53,2673,1
8255,8256,4,2,5,3,254,6,1,1,8,1932,0
940,941,2,1,2,1,113,5,1,0,9,1957,1
3233,3234,4,2,2,5,159,3,1,1,5,4190,0
4720,4721,2,2,4,2,152,2,1,1,7,5026,0
3208,3209,2,2,5,1,149,2,1,1,9,5435,0
4313,4314,4,2,3,4,170,7,1,1,7,4957,1
8790,8791,3,2,3,3,182,4,1,0,2,4746,1
538,539,2,1,3,3,207,6,0,0,24,3702,1
9668,9669,0,2,6,4,279,4,1,0,1,1621,0
2919,2920,1,2,4,1,147,3,2,1,32,1666,1
1400,1401,0,2,4,3,247,4,1,1,16,2362,1
4961,4962,4,2,3,3,229,2,2,0,1,5670,0
3095,3096,4,2,4,4,179,2,1,1,18,1369,1
2267,2268,4,2,5,4,281,4,2,0,40,3381,1
9544,9545,2,2,3,3,149,2,1,1,8,4556,0
6757,6758,4,2,3,3,204,2,2,0,5,5399,0
2470,2471,2,0,5,5,169,2,2,0,14,1497,1
5196,5197,3,1,3,3,259,3,2,0,5,4664,0
3869,3870,4,2,5,5,253,2,2,0,2,4364,0
2861,2862,4,1,3,3,248,4,1,0,36,3276,1
9097,9098,4,2,4,2,231,5,2,1,8,1562,0
4921,4922,4,1,5,3,156,3,2,1,7,4293,0
4587,4588,1,2,4,1,145,3,1,1,3,5618,1
9074,9075,0,2,3,5,247,3,2,1,10,4286,1
8092,8093,2,0,5,1,231,2,1,1,10,4892,1
1108,1109,2,0,4,4,232,3,2,0,61,2484,1
7591,7592,4,2,5,2,169,3,2,1,3,5692,0
9970,9971,2,2,5,5,163,2,0,1,6,5253,1
8977,8978,4,2,4,4,101,5,1,0,8,4192,0
8752,8753,2,1,5,1,258,3,0,1,3,4908,0
5544,5545,3,2,5,2,180,3,2,1,1,4655,1
5714,5715,0,2,4,2,258,7,2,1,3,4538,1
1739,1740,4,2,3,2,208,2,1,1,41,2036,1
10648,10649,2,2,3,3,207,10,1,0,7,4423,0
5589,5590,1,2,4,5,257,2,1,1,3,5394,0
898,899,2,2,3,5,242,3,2,1,19,3753,1
3206,3207,0,2,2,4,176,2,2,0,2,5138,0
3844,3845,2,0,3,2,163,3,2,1,6,4323,0
6847,6848,4,0,4,1,172,3,2,0,10,5106,1
2876,2877,0,0,4,5,270,3,1,1,30,2720,1
5391,5392,1,2,4,4,222,2,2,1,7,4343,0
3895,3896,4,2,5,5,263,2,2,1,8,4350,0
1563,1564,1,2,3,1,145,2,0,1,25,1851,1
6580,6581,2,0,6,5,305,4,2,1,10,1418,1
4484,4485,0,2,4,5,171,4,1,0,4,5265,0
7800,7801,3,1,4,5,192,2,0,0,4,4518,0
4738,4739,2,2,3,5,244,2,2,0,10,4064,1
9470,9471,0,2,3,3,251,3,1,1,8,4246,0
8739,8740,1,2,5,2,169,2,2,1,4,6000,1
9857,9858,4,1,4,5,270,3,1,1,1,4131,0
10211,10212,4,2,4,3,271,5,1,1,6,1555,1
6502,6503,2,2,5,1,249,5,2,1,10,1561,0
5275,5276,4,2,6,2,281,2,2,0,9,1715,1
3101,3102,4,2,3,2,225,3,1,0,59,3488,1
8402,8403,0,2,4,1,186,3,1,0,6,4758,0
5859,5860,1,2,4,4,159,2,1,1,4,4648,1
2840,2841,0,2,4,4,149,2,2,0,19,1665,1
4394,4395,0,0,5,3,175,3,1,1,7,4833,1
3184,3185,2,2,4,3,159,5,1,1,4,4666,1
9566,9567,0,1,4,1,224,2,2,1,2,4581,1
9946,9947,2,2,7,3,262,4,1,0,1,1384,1
10938,10939,3,1,4,2,255,5,2,1,2,1186,1
2213,2214,4,2,3,1,256,2,2,0,63,3046,1
833,834,4,0,3,4,145,6,2,1,57,1949,1
7905,7906,1,2,3,2,139,3,2,1,4,5531,0
9775,9776,4,2,4,1,255,3,2,0,6,4313,1
3194,3195,0,2,3,1,273,6,1,1,1,1293,0
4629,4630,1,2,5,5,167,2,2,1,2,5908,0
6138,6139,3,1,3,1,267,4,2,0,4,4914,1
4792,4793,2,0,5,3,272,2,1,0,4,5112,0
10773,10774,1,2,5,4,223,5,1,0,2,1713,0
1743,1744,1,2,6,2,143,5,1,1,17,1955,1
5288,5289,0,2,2,3,110,5,1,1,3,4124,0
3660,3661,3,2,5,3,249,2,2,1,3,4440,0
8532,8533,3,2,4,1,243,5,2,0,1,4624,1
3524,3525,0,2,3,4,182,2,2,1,8,4883,0
9959,9960,4,2,5,5,230,5,1,0,8,1067,0
8279,8280,4,2,4,1,282,4,2,1,10,5065,0
6324,6325,3,2,5,5,104,4,1,1,2,5235,0
2543,2544,4,2,3,3,138,6,2,1,49,1078,1
930,931,3,2,4,3,162,2,1,1,2,1714,1
7671,7672,1,0,5,5,232,5,2,0,6,1246,0
1197,1198,1,2,6,2,294,4,1,1,35,1625,1
6180,6181,3,0,4,3,235,3,1,0,4,5289,1
7324,7325,2,2,3,1,212,2,2,1,7,5022,0
7704,7705,3,2,4,1,263,5,1,1,1,1605,1
1429,1430,4,2,4,5,238,3,1,1,9,1724,1
7410,7411,3,0,6,4,290,4,1,0,3,1544,1
7763,7764,4,2,6,4,272,4,2,0,10,1171,1
1153,1154,4,2,6,5,154,10,2,0,48,1990,1
7093,7094,4,2,3,3,266,7,1,1,2,5671,1
5143,5144,4,2,5,2,206,2,2,0,2,5627,1
2769,2770,1,2,3,3,178,3,0,1,43,1517,1
5700,5701,3,2,3,2,275,2,1,0,5,5393,1
5553,5554,1,2,4,2,267,5,1,1,9,4720,1
6686,6687,0,1,4,5,105,5,0,1,4,5824,1
964,965,2,0,6,1,291,5,2,0,53,1682,1
5665,5666,4,2,3,4,186,3,2,0,4,5501,1
9171,9172,1,1,5,5,271,6,1,1,6,1450,1
8556,8557,3,2,6,4,246,4,2,1,3,1852,0
2698,2699,2,2,4,3,269,3,1,0,7,2538,1
9918,9919,3,2,6,5,280,4,1,0,3,1819,1
7376,7377,0,1,3,1,201,2,2,0,4,4857,1
1483,1484,4,1,4,4,151,3,2,0,6,1930,1
8344,8345,2,1,6,1,302,4,1,0,1,1622,1
4202,4203,0,2,3,2,168,3,2,1,2,4231,0
5828,5829,0,2,3,3,261,4,1,0,9,4529,1
10279,10280,4,0,3,4,168,2,2,0,7,4699,1
1426,1427,2,2,6,3,294,4,1,1,52,1667,1
2544,2545,3,2,5,4,243,3,1,0,43,2866,1
5169,5170,1,2,4,1,196,3,1,1,4,4634,1
5654,5655,0,2,5,2,266,2,1,1,3,4030,0
3460,3461,2,2,3,5,220,2,1,0,1,5663,0
3946,3947,2,1,5,3,256,6,2,0,5,5614,1
2178,2179,3,1,3,5,161,3,2,0,10,1978,1
6849,6850,1,0,3,1,158,7,2,0,6,4166,0
9792,9793,3,2,4,2,245,3,2,1,1,4731,1
1057,1058,4,2,4,2,198,2,1,1,60,3368,1
6913,6914,4,2,5,5,256,5,2,1,2,1693,1
5049,5050,1,1,4,1,259,3,2,1,5,4435,1
4127,4128,4,2,5,2,176,4,1,1,2,4893,0
9884,9885,0,2,6,1,259,4,1,0,4,1198,0
6216,6217,3,2,6,3,292,4,1,0,8,1434,0
8842,8843,2,2,3,1,211,3,2,1,1,4889,1
1544,1545,0,2,3,5,175,2,1,1,59,1051,1
4115,4116,4,0,4,2,203,3,1,0,9,5296,1
7640,7641,0,2,4,1,151,3,1,0,4,5610,1
3928,3929,2,2,4,3,206,4,2,1,1,4812,1
4983,4984,1,2,4,3,263,3,1,1,4,4150,1
724,725,2,2,4,3,250,2,1,0,46,2878,1
9049,9050,4,0,3,4,238,2,1,1,5,4349,1
6106,6107,2,2,4,2,246,3,0,1,5,5960,0
6699,6700,1,1,5,2,173,2,0,0,10,4741,0
1127,1128,4,2,4,4,136,3,0,0,35,1234,1
8507,8508,4,0,3,4,196,4,1,1,5,4749,1
6291,6292,1,1,5,5,265,5,2,0,8,1867,0
6790,6791,2,2,4,4,201,10,1,1,3,4202,0
1586,1587,0,2,4,5,181,2,2,1,59,2239,1
4568,4569,0,2,3,3,213,3,2,1,7,4133,0
4459,4460,4,2,4,3,229,3,1,0,3,5027,0
6443,6444,4,0,4,4,196,3,1,1,5,5514,0
1561,1562,4,2,4,4,265,3,2,0,47,3307,1
4301,4302,4,2,3,2,204,2,0,0,2,5526,0
9422,9423,0,2,2,1,181,5,2,1,3,1038,0
3210,3211,3,2,3,2,181,2,1,0,6,5410,0
10538,10539,0,1,3,2,213,6,2,1,9,5418,1
6700,6701,2,1,3,3,136,3,1,1,10,5175,0
3973,3974,4,0,5,2,165,2,2,0,6,4819,1
5135,5136,4,2,4,4,240,2,2,0,4,5101,0
9141,9142,1,2,5,3,240,5,1,1,6,1489,0
10473,10474,1,2,5,5,254,5,1,1,7,1967,0
9113,9114,4,2,5,4,137,2,1,0,2,4077,1
4418,4419,0,2,3,1,238,3,2,0,5,4399,1
3541,3542,4,1,3,2,150,2,1,0,3,4174,0
7533,7534,1,0,5,2,232,3,1,1,5,5607,1
9490,9491,2,2,4,1,155,3,2,1,9,4443,0
9118,9119,2,2,3,3,247,2,0,0,8,4593,1
3379,3380,4,2,2,2,162,3,0,1,10,4489,1
8663,8664,4,2,4,1,165,5,2,0,1,4170,1
2605,2606,4,0,3,5,258,3,1,1,21,3446,1
7030,7031,2,2,3,2,258,2,1,1,1,5862,0
1392,1393,3,2,4,1,253,7,2,1,37,2955,1
7534,7535,2,0,4,2,191,4,1,1,7,5507,1
752,753,0,2,3,1,171,2,1,1,34,1999,1
5910,5911,3,2,4,3,257,3,1,0,2,5198,1
10761,10762,1,2,5,1,220,5,1,0,4,1156,1
4863,4864,1,2,4,1,241,4,2,1,9,5360,0
9498,9499,3,2,5,4,193,3,2,1,3,4559,0
9408,9409,3,2,5,5,222,6,1,1,1,1962,0
1777,1778,4,0,4,3,134,3,1,0,21,1955,1
17,18,4,2,5,5,227,3,2,1,36,3952,1
1770,1771,3,1,5,5,189,4,0,0,16,3564,1
1888,1889,2,2,3,2,169,10,2,0,4,1665,1
9037,9038,4,0,4,5,187,2,1,1,6,4316,1
1642,1643,2,0,5,3,259,3,1,0,45,3335,1
9385,9386,4,2,5,1,151,3,2,0,9,5667,0
2316,2317,3,1,5,5,234,2,0,1,50,3914,1
3652,3653,2,2,5,4,185,3,2,0,1,4925,0
132,133,3,0,5,2,247,3,1,1,17,3889,1
10380,10381,3,2,2,5,238,4,2,1,9,4086,0
3351,3352,1,2,4,4,268,3,1,1,7,5947,0
4264,4265,2,2,5,4,178,6,2,1,10,5197,0
4638,4639,3,1,5,4,223,2,1,1,5,4424,1
8828,8829,0,2,4,3,246,5,1,0,1,1673,1
1095,1096,1,0,4,2,199,3,1,1,23,2994,1
4353,4354,1,2,3,2,208,2,1,0,7,4582,1
4819,4820,4,2,6,5,310,4,2,1,1,1105,1
527,528,4,1,4,5,235,3,2,0,22,2015,1
5478,5479,3,0,3,4,225,2,0,1,5,5997,0
2002,2003,2,2,3,1,269,2,1,0,35,3524,1
4626,4627,3,2,3,1,152,3,1,0,3,5839,1
168,169,3,2,4,2,250,3,1,0,53,2478,1
8386,8387,2,2,2,4,264,3,1,0,1,5437,1
7816,7817,2,0,4,3,181,3,1,1,4,4399,1
4122,4123,3,0,4,1,218,2,1,1,7,4597,0
1919,1920,4,0,3,3,161,3,1,0,24,1920,1
701,702,4,0,4,2,197,7,2,1,43,3730,1
9487,9488,4,2,4,2,216,3,1,1,2,4750,1
9003,9004,1,2,4,2,260,3,1,1,4,5504,1
7388,7389,0,1,4,2,146,8,1,1,7,5245,1
3782,3783,0,2,4,1,157,2,2,0,5,5647,0
5092,5093,2,2,3,5,217,2,2,0,6,5182,0
6587,6588,4,0,6,1,254,4,2,0,3,1488,1
7304,7305,0,2,3,3,274,3,2,1,3,5157,0
2766,2767,3,2,3,1,132,2,2,0,16,1731,1
8304,8305,3,2,3,2,245,3,2,0,7,4121,0
772,773,2,2,3,5,193,3,1,0,47,3523,1
1298,1299,0,2,3,5,171,3,1,0,49,1333,1
4582,4583,2,2,5,1,241,2,2,0,3,5391,1
1352,1353,0,1,4,1,162,2,1,0,47,1540,1
2926,2927,2,2,3,1,269,3,1,1,47,3033,1
7283,7284,4,2,4,3,151,3,2,0,9,4908,0
8579,8580,4,2,5,1,181,3,1,0,3,5118,0
1287,1288,1,2,4,1,191,3,1,1,4,2724,1
3123,3124,1,2,4,4,222,3,1,0,24,3503,1
7745,7746,4,2,6,4,264,4,1,1,1,1711,1
9032,9033,0,1,4,5,180,4,0,0,10,5176,1
10360,10361,2,2,4,3,189,3,2,0,9,4825,0
4938,4939,3,0,4,4,185,3,0,0,6,4238,1
2013,2014,1,2,5,3,174,5,2,1,47,1909,1
7528,7529,2,1,3,3,140,2,1,0,3,5713,0
9903,9904,1,2,3,3,202,4,2,1,10,5137,1
5326,5327,2,1,6,1,250,3,1,1,5,5621,1
6444,6445,3,0,2,2,149,3,1,0,4,4819,1
8799,8800,1,2,2,4,248,3,1,0,7,4142,0
2147,2148,4,2,3,4,150,3,2,1,47,1511,1
4667,4668,4,0,3,3,149,2,2,1,3,4527,0
3749,3750,4,2,4,4,273,2,1,1,9,5151,0
3033,3034,1,2,4,4,260,2,1,1,17,3068,1
8147,8148,4,2,3,3,200,3,0,0,2,4777,1
4828,4829,2,2,5,4,216,2,1,0,6,4535,0
9201,9202,1,2,5,5,252,5,1,1,9,4135,0
449,450,4,2,4,3,140,2,1,0,22,1248,1
3449,3450,4,2,4,1,163,4,2,1,2,5432,1
6153,6154,1,1,5,4,269,2,2,0,2,5962,0
6621,6622,1,2,4,5,234,3,1,0,4,5100,1
3753,3754,1,2,3,4,181,2,2,0,4,4629,0
9319,9320,4,0,4,1,189,3,2,1,5,4133,0
7962,7963,3,0,5,3,274,6,2,1,7,1293,0
810,811,3,1,5,3,216,3,2,0,1,2434,1
6169,6170,4,0,3,4,172,2,2,0,5,4647,0
8625,8626,1,1,5,3,237,5,2,0,2,1869,1
8793,8794,1,2,3,5,268,2,2,0,10,5895,0
6372,6373,3,2,3,5,156,4,1,1,5,4661,1
2073,2074,1,2,5,1,214,3,1,1,33,2562,1
8513,8514,4,2,6,3,98,6,1,1,9,4787,1
7739,7740,4,2,4,4,267,5,2,0,9,1716,1
7475,7476,4,2,5,3,246,5,2,1,4,1257,1
1477,1478,4,2,3,3,249,3,1,1,55,3375,1
1790,1791,0,0,6,2,205,5,2,0,61,2018,1
2333,2334,4,0,5,2,128,5,2,0,45,1707,1
9812,9813,0,2,4,3,253,3,1,0,5,5703,0
2008,2009,2,2,3,2,134,3,2,0,54,1932,1
682,683,2,0,4,4,143,2,2,1,58,1038,1
9128,9129,0,2,3,1,250,3,1,0,7,4760,0
10669,10670,4,1,5,2,221,5,1,0,2,1855,0
2859,2860,1,1,4,3,137,3,2,1,46,1299,1
7352,7353,0,2,5,1,163,3,2,0,1,5194,0
57,58,1,2,3,3,193,3,2,0,29,3453,1
4421,4422,4,2,4,1,159,4,1,1,5,5420,1
5044,5045,2,1,3,5,242,2,1,0,6,5635,0
8116,8117,2,2,6,4,224,4,1,0,6,4493,0
2399,2400,4,2,6,2,276,6,2,1,7,2437,1
9421,9422,4,2,5,2,172,2,1,1,9,1097,0
46,47,2,2,3,4,169,4,2,0,32,1245,1
30,31,3,2,3,4,266,2,2,0,38,2741,1
8419,8420,4,2,5,1,193,2,1,1,8,5184,0
9308,9309,0,1,4,4,155,3,2,0,6,5778,1
5663,5664,4,2,4,2,266,2,1,0,8,5516,0
1468,1469,2,2,5,5,224,3,2,0,48,2298,1
1665,1666,1,2,5,2,266,7,1,1,40,2304,1
1416,1417,3,2,4,3,127,5,1,0,5,1205,1
9958,9959,2,2,5,2,250,6,1,1,1,1296,1
2358,2359,3,2,3,2,213,2,1,1,22,3248,1
8456,8457,0,2,3,5,124,2,2,1,1,5709,1
9596,9597,0,0,4,3,177,3,1,0,7,4834,1
3546,3547,3,1,4,2,152,3,2,1,6,5764,1
3669,3670,1,2,3,3,198,2,1,1,8,4620,1
10338,10339,3,2,3,3,227,2,0,1,5,4269,1
4024,4025,2,2,4,1,228,2,2,0,9,4091,0
429,430,1,2,5,1,205,2,2,1,27,3569,1
6952,6953,2,2,5,3,135,3,0,1,4,5858,0
9646,9647,2,2,3,5,198,4,1,0,10,4829,0
385,386,4,1,2,5,182,2,2,0,57,2896,1
1945,1946,4,2,4,1,160,2,1,1,28,1276,1
6950,6951,0,2,3,1,221,2,2,0,6,5267,0
4342,4343,2,2,5,1,239,2,1,1,5,5759,1
7153,7154,4,2,5,1,257,5,1,1,9,1329,0
473,474,4,2,3,1,157,2,2,0,39,1525,1
6323,6324,4,2,3,1,233,3,1,0,7,4874,0
8876,8877,0,2,6,3,281,4,2,0,8,1884,0
3333,3334,1,2,5,3,204,3,0,0,1,4037,1
7375,7376,4,1,3,1,194,2,2,0,1,5931,0
7975,7976,4,2,4,3,97,6,1,0,4,4375,0
578,579,0,2,3,2,173,3,1,0,15,1992,1
1055,1056,4,2,3,3,152,3,2,1,5,1385,1
2281,2282,4,2,3,2,191,3,0,0,42,2374,1
6386,6387,0,2,3,2,167,3,2,1,5,5995,1
8585,8586,4,2,6,4,222,8,1,0,1,5808,1
4099,4100,4,1,3,1,187,3,2,0,1,5541,0
9081,9082,1,2,3,2,247,2,1,0,2,4677,0
7086,7087,3,2,4,1,266,4,1,1,3,5773,1
3447,3448,1,2,4,2,161,3,1,0,4,5947,0
811,812,4,1,4,1,182,3,2,1,28,2005,1
8482,8483,2,1,6,4,150,5,2,0,8,4709,0
3582,3583,3,2,3,4,182,3,2,0,2,5281,1
4562,4563,0,2,6,4,272,4,1,0,7,1706,1
5477,5478,4,0,4,4,198,6,2,1,9,5730,1
7066,7067,2,2,3,1,210,3,2,1,4,5683,0
7565,7566,4,2,4,2,236,3,1,1,4,4800,0
3045,3046,1,2,5,1,166,2,1,1,44,1647,1
3032,3033,0,2,3,2,141,4,1,1,9,1909,1
111,112,1,1,4,2,239,3,1,0,65,3679,1
6718,6719,2,0,4,2,142,3,2,0,6,4918,0
9816,9817,3,2,3,3,201,3,1,0,2,5540,1
3448,3449,2,2,2,3,144,4,1,0,10,4075,0
7844,7845,0,2,3,5,192,2,1,0,7,5069,1
1745,1746,4,2,4,5,147,2,1,1,17,1057,1
10939,10940,4,1,5,4,242,5,1,0,10,1365,0
1452,1453,3,2,4,5,143,3,1,0,48,1922,1
2149,2150,4,2,6,1,142,5,1,0,30,1464,1
319,320,4,2,4,5,213,4,1,1,39,2381,1
4288,4289,2,2,4,2,151,3,2,1,10,5698,0
10235,10236,4,2,4,3,199,2,1,1,4,5855,0
2673,2674,1,2,3,1,165,3,2,1,61,1313,1
1922,1923,0,0,5,5,161,3,2,0,59,1037,1
7139,7140,4,0,5,1,262,6,2,1,1,1696,0
10842,10843,3,2,5,5,251,2,2,0,5,5178,1
5623,5624,4,0,2,1,226,2,2,0,1,5576,0
5202,5203,3,0,4,1,139,3,1,1,6,4942,1
