,GpsProvider,Market/Regular ,vehicle_no,Origin_Location,Destination_Location,Planned_ETA,ontime,OriginLocation_Code,DestinationLocation_Code,trip_start_date,TRANSPORTATION_DISTANCE_IN_KM,vehicleType,customerID,supplierID,Material Shipped,Org_lat,Org_lon,Des_lat,Des_lon
1913,3,0,1272,125,280,334,1.0,102,16,303,1290.0,29,5,164,77,18.750621,73.87719,12.930429,79.931163
4173,3,0,237,134,224,118,0.0,148,191,107,34.0,34,15,78,77,28.215147,77.212834,28.599399,77.02766
5168,3,0,783,61,283,148,0.0,127,153,133,35.0,34,15,74,764,16.560192249175344,80.79229309159955,19.085266,72.940151
5162,3,0,844,61,381,149,0.0,127,180,134,35.0,34,15,165,764,16.560192249175344,80.79229309159955,19.106367,72.889947
4080,3,0,1380,65,230,192,0.0,119,233,175,48.0,34,15,178,77,17.468016283576617,78.21813291539536,17.235460173235783,78.4271247252794
951,3,0,1514,40,164,351,1.0,113,217,321,222.0,34,15,200,533,23.52526791608896,87.26442434857088,22.95210237429815,88.45701479607611
3213,3,0,1374,65,182,249,0.0,127,139,226,70.0,34,15,178,941,16.560192249175344,80.79229309159955,17.541369446793933,78.17759040314228
3552,3,0,1067,24,122,225,0.0,138,215,203,30.0,36,15,41,443,22.178002,84.752448,20.739741724979798,86.11676944223885
3115,3,0,1380,65,182,270,0.0,127,139,247,70.0,34,15,77,34,16.560192249175344,80.79229309159955,17.541369446793933,78.17759040314228
1461,3,0,461,125,342,337,0.0,97,50,309,1178.0,32,6,132,430,18.750621,73.87719,27.236458,75.91729
5065,3,0,536,82,36,139,0.0,153,237,126,40.0,34,15,27,665,12.992699792116747,77.80384141110859,13.199089183304451,77.70855423495904
5774,25,0,37,92,215,51,0.0,103,255,47,117.0,36,15,26,143,16.509009,80.729469,16.828694,80.154028
5034,3,0,148,23,123,134,0.0,127,128,120,150.0,34,15,218,345,16.560192249175344,80.79229309159955,24.176119,72.449485
3312,3,0,1050,9,94,240,0.0,129,346,215,293.0,36,15,35,77,23.675623,86.096278,22.258833,84.679293
5092,3,0,515,32,132,138,0.0,106,175,125,45.0,36,15,88,894,26.19229040350968,91.75127677536251,28.261404,77.033418
3614,3,0,511,32,89,197,0.0,106,178,180,25.0,34,15,88,784,26.19229040350968,91.75127677536251,28.192852,77.249137
1598,3,0,1266,4,363,332,0.0,41,107,304,667.0,9,18,218,77,12.722686,77.676518,17.603892,78.629944
1353,3,0,569,4,363,341,0.0,41,107,313,667.0,9,18,218,77,12.722686,77.676518,17.603892,78.629944
4676,3,0,148,23,123,158,0.0,127,128,142,150.0,34,15,92,364,16.560192249175344,80.79229309159955,24.176119,72.449485
91,3,0,1446,125,244,355,0.0,97,112,328,2750.0,32,6,49,786,18.750621,73.87719,26.131293,91.749014
3837,3,0,1417,113,318,206,0.0,111,298,187,160.0,34,15,95,315,28.658633,77.438643,29.660051,77.724463
2003,3,0,1374,65,182,286,1.0,127,324,259,70.0,34,15,218,1012,16.560192249175344,80.79229309159955,17.580422,78.207737
1587,11,0,1223,106,334,340,0.0,21,380,309,1199.0,29,2,125,285,12.425747,79.880083,18.750621,73.87719
2300,3,0,288,41,142,321,0.0,15,53,290,2700.0,30,16,159,364,11.874962,79.714747,28.373519,76.835337
5847,25,0,1088,116,94,34,0.0,120,249,33,30.0,36,15,26,14,22.231627645808018,84.86986841751269,22.223080894364767,84.66622116237794
2940,3,0,295,75,147,292,0.0,13,55,263,2455.0,29,7,159,364,12.767195,80.064668,28.635325,76.693244
3960,3,0,456,7,4,201,0.0,108,205,183,56.0,34,15,93,69,28.296532,77.419993,28.30904,76.969455
1627,3,0,323,128,174,339,1.0,12,87,308,1900.0,29,7,159,285,12.786517,79.975221,22.961777,72.094219
5197,3,0,1523,67,99,113,0.0,139,243,101,377.0,36,15,26,55,22.601673,88.137679,24.831793,87.261833
4612,3,0,1131,141,248,152,0.0,127,127,136,353.0,34,15,77,56,16.560192249175344,80.79229309159955,26.162267,73.512293
608,3,0,298,128,147,354,0.0,14,55,321,2455.0,32,7,159,103,12.786517,79.975221,28.635325,76.693244
1702,3,0,1545,126,107,336,0.0,106,287,308,221.0,36,15,26,77,26.19229040350968,91.75127677536251,23.081873,87.03741
3178,3,0,1109,33,39,244,0.0,130,266,220,113.0,34,15,38,77,26.185619636418977,91.84358193219722,26.330421,91.004055
3280,3,0,208,23,273,229,0.0,114,292,206,115.0,34,15,92,616,22.917969,72.413979,22.445263,73.146762
1110,3,0,1045,24,94,344,0.0,120,327,316,30.0,34,15,41,285,22.231627645808018,84.86986841751269,22.258833,84.679293
458,3,0,1297,87,154,360,1.0,27,11,327,530.0,3,0,145,271,11.154594,76.922532,13.187219,80.307731
1377,3,0,1153,105,19,302,0.0,48,35,274,2098.0,17,28,172,393,13.025282,77.510345,28.296532,77.419993
3460,3,0,1465,16,193,228,0.0,127,341,205,286.0,34,15,185,77,16.560192249175344,80.79229309159955,24.254446,80.759378
4922,3,0,1427,113,338,158,0.0,127,205,142,131.0,34,15,95,806,16.560192249175344,80.79229309159955,28.367355,76.985908
4570,3,0,1194,73,302,164,0.0,127,377,148,177.0,34,15,60,578,16.560192249175344,80.79229309159955,11.986938,79.773631
2931,3,0,1281,125,280,292,0.0,102,16,263,1290.0,29,5,164,783,18.750621,73.87719,12.930429,79.931163
3794,3,0,563,111,266,204,0.0,112,280,186,17.0,34,15,28,77,13.007503209603689,77.66509885593489,13.01693928244564,77.76302640284463
2601,5,0,361,64,199,285,0.0,35,13,257,1900.0,29,7,116,1012,22.961777,72.094219,12.767195,80.064668
4321,3,0,1374,65,182,172,0.0,127,139,156,70.0,34,15,178,364,16.560192249175344,80.79229309159955,17.541369446793933,78.17759040314228
2007,22,0,1352,108,334,332,1.0,16,397,301,1200.0,29,5,105,803,12.930429,79.931163,18.750621,73.87719
5055,3,0,559,82,8,155,0.0,127,222,140,49.0,34,15,28,760,16.560192249175344,80.79229309159955,12.727803303414186,77.66679240217397
3379,3,0,1195,73,302,234,0.0,127,377,210,177.0,34,15,60,168,16.560192249175344,80.79229309159955,11.986938,79.773631
5205,3,0,142,23,235,149,0.0,133,246,134,25.0,34,15,92,578,22.917969,72.413979,22.926025,72.484986
3341,3,0,1422,113,75,237,0.0,106,173,214,43.0,34,15,95,757,26.19229040350968,91.75127677536251,28.553524,77.573405
2211,3,0,882,67,119,326,1.0,127,288,285,416.0,34,15,36,790,16.560192249175344,80.79229309159955,23.250966,85.241196
4945,3,0,1233,73,115,89,0.0,127,227,81,100.0,34,15,60,295,16.560192249175344,80.79229309159955,13.202214,80.131693
1401,22,0,746,125,334,337,0.0,102,383,310,0.0,3,4,123,77,18.750621,73.87719,18.750621,73.87719
4453,3,0,966,37,161,171,0.0,76,335,153,360.15,34,15,26,364,18.970774,72.808712,21.606548,73.009534
5173,3,0,1374,65,287,152,0.0,152,233,137,48.0,34,15,77,764,17.462980542108134,78.21925805967179,17.235460173235783,78.4271247252794
3133,3,0,113,15,187,189,0.0,123,301,171,614.0,26,15,26,77,21.581377,81.945298,22.85525,86.220932
2140,3,0,748,54,334,278,0.0,19,397,251,1199.0,11,16,121,994,13.087428,80.184717,18.750621,73.87719
2476,22,0,1355,125,280,319,1.0,102,16,288,1290.0,29,5,105,90,18.750621,73.87719,12.930429,79.931163
4718,3,0,596,111,36,165,0.0,112,237,150,31.0,34,15,27,364,13.007503209603689,77.66509885593489,13.199089183304451,77.70855423495904
4312,3,0,192,124,48,180,0.0,134,246,162,210.0,34,15,92,921,23.18918,72.552278,21.7133712,72.9984375
3543,3,0,972,20,256,228,0.0,129,258,205,148.0,34,15,35,77,23.67348,86.129379,23.530626,85.458186
3399,3,0,1495,130,157,235,0.0,113,306,210,400.0,34,15,26,13,23.52526791608896,87.26442434857088,23.953847,88.099845
5043,3,0,144,23,235,144,0.0,133,246,130,25.0,34,15,92,929,22.917969,72.413979,22.926025,72.484986
2018,3,0,748,110,334,332,1.0,24,397,301,1200.0,11,4,121,146,13.165101,80.204244,18.750621,73.87719
4158,3,0,42,47,11,142,0.0,127,201,127,72.0,34,15,54,468,16.560192249175344,80.79229309159955,16.449872,80.532732
936,11,0,1221,54,334,350,0.0,18,380,321,1199.0,29,2,125,862,13.087428,80.184717,18.750621,73.87719
1896,3,0,195,98,319,325,0.0,23,89,297,1626.0,32,24,137,77,13.017016,79.481638,22.105618,73.152148
3845,3,0,1463,113,318,171,0.0,111,298,154,160.0,34,15,95,77,28.658633,77.438643,29.660051,77.724463
5678,12,0,1192,73,302,69,0.0,127,363,64,177.0,34,15,60,610,16.560192249175344,80.79229309159955,11.986938,79.773631
2202,11,0,1220,106,334,328,1.0,21,380,297,1199.0,29,2,125,77,12.425747,79.880083,18.750621,73.87719
4197,3,0,932,20,110,185,0.0,129,288,167,127.0,34,15,35,77,23.67348,86.129379,22.787017,86.228554
2043,3,0,780,125,181,326,0.0,97,388,299,86.0,14,6,137,691,18.750621,73.87719,18.421178,74.476009
1459,3,0,1164,125,342,337,0.0,97,50,309,1178.0,32,6,137,77,18.750621,73.87719,27.236458,75.91729
4997,3,0,512,32,89,138,0.0,106,172,125,25.0,34,15,88,350,26.19229040350968,91.75127677536251,28.192852,77.249137
3780,3,0,587,82,1,205,0.0,127,200,187,41.8,34,15,27,285,16.560192249175344,80.79229309159955,12.73017358940589,77.95620203691567
2035,17,0,418,56,280,330,0.0,29,16,299,2400.0,30,5,192,77,28.373519,76.835337,12.930429,79.931163
946,11,0,1219,125,138,349,0.0,94,18,321,1300.0,29,2,125,198,18.750621,73.87719,13.087428,80.184717
1487,3,0,1461,125,244,336,0.0,97,112,305,2750.0,32,6,191,695,18.750621,73.87719,26.131293,91.749014
1742,3,0,284,56,339,328,0.0,29,13,297,2425.0,29,7,159,77,28.373519,76.835337,12.786517,79.975221
4410,3,0,829,61,376,179,0.0,127,166,162,25.0,34,15,76,56,16.560192249175344,80.79229309159955,18.874262,72.957868
1969,3,0,1152,27,202,325,0.0,40,41,297,2054.0,17,28,172,77,13.755692,77.49314,28.463698,77.333878
3484,3,0,1439,113,151,146,0.0,150,216,131,66.0,34,15,95,794,28.658633,77.438643,28.430237,77.859596
5557,12,0,224,124,388,94,0.0,134,152,85,25.0,36,15,33,764,23.18918,72.552278,23.042185,72.697893
2628,10,0,567,46,246,316,1.0,44,97,285,215.0,40,25,152,147,12.671093,77.779537,12.683589,77.859239
5772,25,0,1487,67,65,52,0.0,127,236,47,59.0,35,15,26,804,16.560192249175344,80.79229309159955,22.81747323697516,88.0077472272984
4116,6,0,1188,82,36,192,0.0,127,237,175,40.0,34,15,28,643,16.560192249175344,80.79229309159955,13.199089183304451,77.70855423495904
2195,3,0,857,56,339,318,0.0,29,13,287,2425.0,29,7,102,784,28.373519,76.835337,12.786517,79.975221
5736,12,0,53,65,156,59,0.0,152,160,55,318.0,34,15,40,144,17.462980542108134,78.21925805967179,19.660488,78.530874
3619,3,0,238,95,66,152,0.0,106,125,137,25.0,34,15,78,77,26.19229040350968,91.75127677536251,28.4272,77.206024
1868,3,0,1474,67,153,274,1.0,127,217,249,51.0,34,15,26,77,16.560192249175344,80.79229309159955,22.95210237429815,88.45701479607611
2790,5,0,388,128,174,307,1.0,12,87,277,1900.0,29,7,116,285,12.786517,79.975221,22.961777,72.094219
4780,3,0,814,61,325,156,0.0,127,188,141,35.0,34,15,73,905,16.560192249175344,80.79229309159955,18.998875,72.854548
2153,3,0,1272,125,280,326,0.0,102,16,295,1290.0,29,5,164,595,18.750621,73.87719,12.930429,79.931163
2491,3,0,428,125,342,312,0.0,97,50,281,1175.0,32,6,191,299,18.750621,73.87719,27.236458,75.91729
1653,3,0,1492,68,164,336,0.0,113,217,308,222.0,36,15,26,973,23.52526791608896,87.26442434857088,22.95210237429815,88.45701479607611
1823,3,0,699,54,334,337,1.0,19,397,306,1199.0,11,16,121,77,13.087428,80.184717,18.750621,73.87719
3409,3,0,1057,24,122,141,0.0,142,215,126,339.0,36,15,26,77,22.178002,84.752448,20.739741724979798,86.11676944223885
3596,3,0,1187,82,8,218,0.0,127,370,198,49.0,34,15,28,77,16.560192249175344,80.79229309159955,12.896896847817695,77.71222305687486
4727,3,0,1380,65,182,164,0.0,119,262,149,70.0,34,15,77,826,17.468016283576617,78.21813291539536,17.580422,78.207737
3406,3,0,1084,43,122,229,0.0,127,215,207,30.0,36,15,41,77,16.560192249175344,80.79229309159955,20.739741724979798,86.11676944223885
3877,3,0,1493,130,164,200,0.0,113,217,182,51.0,34,15,26,473,23.52526791608896,87.26442434857088,22.95210237429815,88.45701479607611
3321,6,0,1188,111,1,239,0.0,112,279,215,13.1,34,15,28,865,13.007503209603689,77.66509885593489,12.843107191355518,77.5942828776749
5019,3,0,234,95,132,116,0.0,148,175,106,55.0,34,15,78,770,28.542809,77.280521,28.261404,77.033418
2592,11,0,1226,54,334,367,1.0,19,397,333,1199.0,29,16,125,77,13.087428,80.184717,18.750621,73.87719
5742,12,0,1043,24,94,60,0.0,120,249,56,30.0,34,15,45,145,22.231627645808018,84.86986841751269,22.223080894364767,84.66622116237794
482,14,0,724,12,113,357,0.0,98,84,328,700.0,32,8,101,385,18.685788,73.665394,22.969075,72.325933
2749,3,0,1480,118,50,309,1.0,127,254,277,351.0,34,15,38,77,16.560192249175344,80.79229309159955,24.013778,85.746155
4288,3,0,565,82,70,184,0.0,127,209,167,43.8,34,15,28,77,16.560192249175344,80.79229309159955,13.040842,77.481669
5638,12,0,1330,2,311,78,0.0,67,257,71,698.25,8,15,66,466,16.34709,80.843315,13.06890184023571,77.59065573880662
5498,3,0,1190,73,115,88,0.0,127,227,81,100.0,34,15,60,482,16.560192249175344,80.79229309159955,13.202214,80.131693
583,3,0,322,64,339,355,0.0,35,13,323,1900.0,29,7,159,302,22.961777,72.094219,12.786517,79.975221
4784,3,0,651,135,272,162,0.0,156,213,147,25.0,34,15,99,892,10.082622,76.349257,9.960616772167535,76.28550773846042
5108,3,0,510,32,338,138,0.0,106,205,125,68.0,34,15,88,465,26.19229040350968,91.75127677536251,28.367355,76.985908
1533,3,0,494,125,342,326,0.0,97,50,298,1178.0,32,6,137,77,18.750621,73.87719,27.236458,75.91729
3487,3,0,508,32,252,115,0.0,106,240,104,78.0,34,15,88,77,26.19229040350968,91.75127677536251,28.512783,77.036893
3157,3,0,1135,141,261,246,0.0,127,148,223,196.0,34,15,77,77,16.560192249175344,80.79229309159955,28.131449,75.317895
4670,3,0,160,23,388,161,0.0,127,152,146,25.0,34,15,82,364,16.560192249175344,80.79229309159955,23.042185,72.697893
1952,3,0,1527,68,164,330,1.0,113,217,302,222.0,36,15,26,77,23.52526791608896,87.26442434857088,22.95210237429815,88.45701479607611
3366,10,0,538,111,70,227,0.0,112,159,205,29.0,34,15,27,674,13.007503209603689,77.66509885593489,12.777874729699617,77.64227553734709
2711,3,0,861,64,199,285,0.0,35,13,257,1900.0,29,7,196,77,22.961777,72.094219,12.767195,80.064668
5151,3,0,1190,73,302,132,0.0,127,377,118,177.0,34,15,60,764,16.560192249175344,80.79229309159955,11.986938,79.773631
2949,3,0,1485,67,153,274,1.0,127,217,249,51.0,34,15,37,77,16.560192249175344,80.79229309159955,22.95210237429815,88.45701479607611
4132,3,0,1381,65,182,193,0.0,151,364,176,70.0,34,15,178,77,17.46628393767336,78.21574685358303,17.580422,78.207737
4589,3,0,153,23,46,139,0.0,127,336,125,130.0,34,15,92,578,16.560192249175344,80.79229309159955,22.125272,72.21121
1413,5,0,355,54,142,343,0.0,19,53,312,2300.0,29,16,218,468,13.087428,80.184717,28.373519,76.835337
2904,3,0,1143,125,280,295,0.0,102,16,266,1290.0,29,5,138,201,18.750621,73.87719,12.930429,79.931163
5354,3,0,1195,73,302,132,0.0,127,377,118,177.0,34,15,60,295,16.560192249175344,80.79229309159955,11.986938,79.773631
2026,3,0,0,4,386,317,0.0,41,109,289,1050.0,9,18,218,751,12.722686,77.676518,17.722983,83.285384
1733,3,0,1104,117,94,301,1.0,120,346,268,30.0,19,15,41,172,22.231627645808018,84.86986841751269,22.258833,84.679293
4021,3,0,1529,38,300,195,0.0,113,154,176,352.0,19,15,26,77,23.52526791608896,87.26442434857088,25.641719007694395,88.12781912972429
2505,3,0,288,106,28,308,0.0,21,37,278,2400.0,30,2,218,810,12.425747,79.880083,30.000345,76.732209
3569,3,0,232,134,79,225,0.0,110,362,203,25.0,34,15,78,940,28.215147,77.212834,28.589657,77.254884
1661,3,0,1472,68,164,338,0.0,113,217,309,222.0,36,15,26,278,23.52526791608896,87.26442434857088,22.95210237429815,88.45701479607611
4166,3,0,888,51,128,141,0.0,106,268,126,451.0,34,15,38,919,26.19229040350968,91.75127677536251,27.479065,94.961065
571,3,0,471,56,339,355,0.0,29,13,322,2425.0,29,7,102,823,28.373519,76.835337,12.786517,79.975221
784,22,0,1358,106,334,342,0.0,21,380,320,1199.0,29,2,105,744,12.425747,79.880083,18.750621,73.87719
1965,3,0,595,111,35,332,1.0,112,291,302,19.7,34,15,27,77,13.007503209603689,77.66509885593489,13.118723,77.68797
3788,3,0,1196,73,302,188,0.0,127,377,170,177.0,34,15,60,576,16.560192249175344,80.79229309159955,11.986938,79.773631
2360,3,0,1319,87,211,325,1.0,27,98,294,400.0,8,0,118,784,11.154594,76.922532,12.746894,77.806168
2112,3,0,932,20,210,329,1.0,129,243,296,362.0,34,15,35,13,23.67348,86.129379,24.734179,87.626042
1835,3,0,95,56,339,335,0.0,29,13,304,2425.0,29,7,102,375,28.373519,76.835337,12.786517,79.975221
5121,3,0,811,61,191,151,0.0,127,116,136,35.0,34,15,165,806,16.560192249175344,80.79229309159955,19.230592,72.866317
2263,10,0,567,46,246,328,1.0,44,97,297,215.0,40,25,152,186,12.671093,77.779537,12.683589,77.859239
1001,11,0,1228,54,334,347,0.0,18,380,316,1199.0,29,2,125,77,13.087428,80.184717,18.750621,73.87719
2657,5,0,340,56,174,316,1.0,29,87,285,1000.0,29,7,115,77,28.373519,76.835337,22.961777,72.094219
2242,22,0,1282,125,280,323,0.0,102,16,292,1290.0,29,5,164,77,18.750621,73.87719,12.930429,79.931163
4002,3,0,665,119,271,200,0.0,88,157,176,1687.35,36,15,169,77,18.946106,73.111356,8.173182,77.665066
3465,3,0,1195,73,350,225,0.0,127,219,203,90.0,34,15,60,281,16.560192249175344,80.79229309159955,12.995898,80.173557
3944,3,0,150,124,235,173,0.0,134,246,157,25.0,34,15,92,77,23.18918,72.552278,22.926025,72.484986
2075,3,0,1038,68,184,330,1.0,106,312,292,371.0,34,15,38,225,26.19229040350968,91.75127677536251,27.278584,94.089991
692,22,0,1358,108,334,350,0.0,16,397,324,1200.0,29,5,105,110,12.930429,79.931163,18.750621,73.87719
2272,3,0,281,56,339,323,0.0,29,13,292,2425.0,29,7,159,285,28.373519,76.835337,12.786517,79.975221
3921,3,0,1067,43,236,93,0.0,142,199,83,511.0,36,15,41,77,20.606146,85.981534,20.69285,82.518584
5653,12,0,27,36,260,76,0.0,60,117,70,496.65,36,15,65,960,16.546114,80.454207,12.890556,79.72877
2555,22,0,1278,125,280,306,0.0,102,16,276,1290.0,29,5,164,784,18.750621,73.87719,12.930429,79.931163
5813,25,0,54,65,287,40,0.0,127,233,37,48.0,34,15,42,331,16.560192249175344,80.79229309159955,17.235460173235783,78.4271247252794
111,3,0,532,125,280,364,1.0,102,16,331,1290.0,29,5,201,433,18.750621,73.87719,12.930429,79.931163
4427,3,0,961,51,133,172,0.0,106,265,156,30.0,36,15,38,56,26.19229040350968,91.75127677536251,26.151995,91.746581
3197,3,0,249,95,79,253,0.0,110,362,230,25.0,34,15,78,577,28.542809,77.280521,28.589657,77.254884
3117,3,0,527,15,125,289,1.0,123,260,261,632.0,23,15,75,35,21.581377,81.945298,23.998917,85.365551
5458,3,0,24,57,389,123,0.0,66,204,109,958.65,19,15,75,564,16.917719,80.064668,15.381967,73.87572
3689,3,0,216,23,273,214,0.0,127,292,196,115.0,34,15,218,77,16.560192249175344,80.79229309159955,22.445263,73.146762
4895,3,0,511,32,338,138,0.0,106,205,125,68.0,34,15,88,277,26.19229040350968,91.75127677536251,28.367355,76.985908
1878,3,0,1283,125,280,334,0.0,102,16,303,1290.0,29,5,164,77,18.750621,73.87719,12.930429,79.931163
1943,3,0,227,89,278,328,1.0,130,138,298,109.0,35,15,38,643,26.185619636418977,91.84358193219722,25.525186,91.867201
1380,3,0,886,125,246,344,0.0,102,97,313,980.0,11,25,149,77,18.750621,73.87719,12.683589,77.859239
1891,3,0,685,125,342,331,0.0,97,50,303,1178.0,32,6,194,755,18.750621,73.87719,27.236458,75.91729
4518,3,0,1546,130,164,167,0.0,113,217,151,51.0,36,15,37,364,23.52526791608896,87.26442434857088,22.95210237429815,88.45701479607611
2758,3,0,1272,125,280,308,0.0,102,16,278,1290.0,29,5,164,928,18.750621,73.87719,12.930429,79.931163
89,5,0,373,128,174,362,1.0,12,88,328,1900.0,32,7,116,595,12.786517,79.975221,22.961777,72.094219
1568,3,0,629,105,19,343,1.0,48,35,315,2098.0,28,28,147,11,13.025282,77.510345,28.296532,77.419993
3351,3,0,508,32,132,225,0.0,106,175,203,45.0,34,15,88,77,26.19229040350968,91.75127677536251,28.261404,77.033418
4265,3,0,535,57,311,93,0.0,66,257,82,773.85,34,15,67,77,16.917719,80.064668,13.06890184023571,77.59065573880662
4773,3,0,1189,82,36,130,0.0,153,237,117,40.0,34,15,28,892,12.992699792116747,77.80384141110859,13.199089183304451,77.70855423495904
4322,3,0,1189,82,371,181,0.0,127,208,164,41.9,34,15,28,364,16.560192249175344,80.79229309159955,12.793505,77.50461
1219,5,0,344,128,147,349,1.0,13,55,318,2455.0,32,7,116,13,12.786517,79.975221,28.635325,76.693244
5418,3,0,561,82,8,104,0.0,153,159,94,49.0,34,15,28,43,12.992699792116747,77.80384141110859,12.777874729699617,77.64227553734709
1757,22,0,1282,125,280,337,1.0,102,16,306,1290.0,29,5,164,941,18.750621,73.87719,12.930429,79.931163
5410,3,0,1187,82,294,129,0.0,153,279,116,24.6,34,15,28,688,12.992699792116747,77.80384141110859,12.843107191355518,77.5942828776749
5078,3,0,555,82,36,139,0.0,153,237,126,40.0,34,15,27,771,12.992699792116747,77.80384141110859,13.199089183304451,77.70855423495904
5431,3,0,300,113,251,123,0.0,147,270,110,59.0,34,15,95,936,28.658633,77.438643,28.553908,77.090981
4371,3,0,990,89,278,171,0.0,130,138,154,109.0,36,15,38,578,26.185619636418977,91.84358193219722,25.525186,91.867201
5222,3,0,129,61,381,145,0.0,127,180,131,35.0,34,15,76,578,16.560192249175344,80.79229309159955,19.106367,72.889947
5798,25,0,54,65,182,46,0.0,127,233,41,70.0,34,15,42,392,16.560192249175344,80.79229309159955,17.235460173235783,78.4271247252794
2086,22,0,1275,26,222,330,1.0,47,101,302,321.0,29,19,164,574,13.720071,79.596863,12.63461,77.722316
1748,3,0,715,4,284,331,0.0,41,392,303,879.0,9,18,218,77,12.722686,77.676518,18.5587833,73.7770411
5850,25,0,1517,130,300,37,0.0,113,154,34,401.0,16,15,26,725,23.52526791608896,87.26442434857088,25.641719007694395,88.12781912972429
5425,3,0,562,82,36,103,0.0,153,237,93,40.0,34,15,28,668,12.992699792116747,77.80384141110859,13.199089183304451,77.70855423495904
1342,5,0,383,53,89,345,0.0,11,67,316,2135.0,29,28,116,459,13.010768,79.993135,28.192852,77.249137
